id,name,business_id,created_at,externalReference,cost,type
968,20% off any purchase,277,2025-07-12 19:43:51.000,24451a33,800,DISCOUNT
969,10% off next visit,277,2025-07-12 19:43:51.000,c1c5cc40,300,DISCOUNT
970,Free dessert,277,2025-07-12 19:43:51.000,1c984582,500,FREE_PRODUCT
971,Birthday bonus,277,2025-07-12 19:43:51.000,4f52b480,0,OTHER
972,Free coffee,277,2025-07-12 19:43:51.000,5b41a941,150,FREE_PRODUCT
973,20% off any purchase,278,2025-07-12 19:43:51.000,9fb245d9,800,DISCOUNT
974,Birthday bonus,278,2025-07-12 19:43:51.000,17d16164,0,OTHER
975,10% off next visit,279,2025-07-12 19:43:51.000,50a766bb,300,DISCOUNT
976,Birthday bonus,279,2025-07-12 19:43:51.000,a769cf58,0,OTHER
977,Buy 9 get 1 free,280,2025-07-12 19:43:51.000,e8567d56,0,FREE_PRODUCT
978,15% discount,280,2025-07-12 19:43:51.000,b32c4da8,0,DISCOUNT
979,Complimentary upgrade,280,2025-07-12 19:43:51.000,a3b17ff7,0,OTHER
980,Free product,280,2025-07-12 19:43:51.000,17c0d149,0,FREE_PRODUCT
981,10% off next visit,281,2025-07-12 19:43:51.000,b433f806,300,DISCOUNT
982,20% off any purchase,281,2025-07-12 19:43:51.000,0a2e9e1e,800,DISCOUNT
983,Free dessert,281,2025-07-12 19:43:51.000,9a1ad2bd,500,FREE_PRODUCT
984,Free coffee,281,2025-07-12 19:43:51.000,4d38a11f,150,FREE_PRODUCT
985,Birthday bonus,281,2025-07-12 19:43:51.000,f65d9a32,0,OTHER
986,Buy 9 get 1 free,282,2025-07-12 19:43:51.000,57007a2e,0,FREE_PRODUCT
987,Free product,282,2025-07-12 19:43:51.000,5b7a6bff,0,FREE_PRODUCT
988,15% discount,283,2025-07-12 19:43:51.000,102a82df,0,DISCOUNT
989,Buy 9 get 1 free,283,2025-07-12 19:43:51.000,f3dd007f,0,FREE_PRODUCT
990,Free product,283,2025-07-12 19:43:51.000,bbcac098,0,FREE_PRODUCT
991,Complimentary upgrade,283,2025-07-12 19:43:51.000,532ac808,0,OTHER
992,Free coffee,284,2025-07-12 19:43:51.000,bb47672f,150,FREE_PRODUCT
993,20% off any purchase,284,2025-07-12 19:43:51.000,cca45ae0,800,DISCOUNT
994,Free dessert,284,2025-07-12 19:43:51.000,cd1a63e5,500,FREE_PRODUCT
995,Complimentary upgrade,285,2025-07-12 19:43:51.000,c5e3233d,0,OTHER
996,Free product,285,2025-07-12 19:43:51.000,667df8d9,0,FREE_PRODUCT
997,15% discount,285,2025-07-12 19:43:51.000,13f5c3e7,0,DISCOUNT
998,Buy 9 get 1 free,285,2025-07-12 19:43:51.000,4b3714b8,0,FREE_PRODUCT
999,15% discount,286,2025-07-12 19:43:51.000,accfa1dc,0,DISCOUNT
1000,Buy 9 get 1 free,286,2025-07-12 19:43:51.000,48b13414,0,FREE_PRODUCT
1001,Free product,286,2025-07-12 19:43:51.000,bc4c0937,0,FREE_PRODUCT
1002,Free coffee,287,2025-07-12 19:43:51.000,1dca132c,150,FREE_PRODUCT
1003,Free dessert,287,2025-07-12 19:43:51.000,004e8e45,500,FREE_PRODUCT
1004,10% off next visit,287,2025-07-12 19:43:51.000,35a90a98,300,DISCOUNT
1005,Free product,288,2025-07-12 19:43:51.000,8520fb9f,0,FREE_PRODUCT
1006,Complimentary upgrade,288,2025-07-12 19:43:51.000,4073bf2b,0,OTHER
1007,Free product,289,2025-07-12 19:43:51.000,15c41153,0,FREE_PRODUCT
1008,15% discount,289,2025-07-12 19:43:51.000,543ed247,0,DISCOUNT
1009,20% off any purchase,290,2025-07-12 19:43:51.000,812818fa,800,DISCOUNT
1010,Birthday bonus,290,2025-07-12 19:43:51.000,7d1edf21,0,OTHER
1011,Free dessert,290,2025-07-12 19:43:51.000,88349f03,500,FREE_PRODUCT
1012,Free coffee,290,2025-07-12 19:43:51.000,914b9946,150,FREE_PRODUCT
1013,Complimentary upgrade,291,2025-07-12 19:43:51.000,bbd4cb2b,0,OTHER
1014,15% discount,291,2025-07-12 19:43:51.000,ff2b19e9,0,DISCOUNT
1015,Free product,291,2025-07-12 19:43:51.000,0e75a50a,0,FREE_PRODUCT
1016,Free dessert,292,2025-07-12 19:43:51.000,04fd7db7,500,FREE_PRODUCT
1017,10% off next visit,292,2025-07-12 19:43:51.000,953c6860,300,DISCOUNT
1018,20% off any purchase,292,2025-07-12 19:43:51.000,82cf0938,800,DISCOUNT
1019,Free coffee,292,2025-07-12 19:43:51.000,7d929a72,150,FREE_PRODUCT
1020,Free coffee,293,2025-07-12 19:43:51.000,44a731de,150,FREE_PRODUCT
1021,Free dessert,293,2025-07-12 19:43:51.000,ee2bd449,500,FREE_PRODUCT
1022,10% off next visit,293,2025-07-12 19:43:51.000,d5bc8369,300,DISCOUNT
1023,Buy 9 get 1 free,294,2025-07-12 19:43:51.000,2af25a1d,0,FREE_PRODUCT
1024,15% discount,294,2025-07-12 19:43:51.000,83a785ee,0,DISCOUNT
1025,Complimentary upgrade,294,2025-07-12 19:43:51.000,d72c96ba,0,OTHER
1026,10% off next visit,295,2025-07-12 19:43:51.000,62779d9b,300,DISCOUNT
1027,Birthday bonus,295,2025-07-12 19:43:51.000,efe5b93c,0,OTHER
1028,Free coffee,295,2025-07-12 19:43:51.000,b9e7ddc4,150,FREE_PRODUCT
1029,Free coffee,296,2025-07-12 19:43:51.000,dfff9516,150,FREE_PRODUCT
1030,Birthday bonus,296,2025-07-12 19:43:51.000,265ae925,0,OTHER
1031,10% off next visit,296,2025-07-12 19:43:51.000,c70f49f6,300,DISCOUNT
1032,20% off any purchase,296,2025-07-12 19:43:51.000,d69d073b,800,DISCOUNT
1033,Free dessert,296,2025-07-12 19:43:51.000,6fcd1a65,500,FREE_PRODUCT
1034,Birthday bonus,297,2025-07-12 19:43:51.000,13366fc1,0,OTHER
1035,10% off next visit,297,2025-07-12 19:43:51.000,38c226e8,300,DISCOUNT
1036,20% off any purchase,297,2025-07-12 19:43:51.000,b1d59a5c,800,DISCOUNT
1037,Free dessert,297,2025-07-12 19:43:51.000,910462b5,500,FREE_PRODUCT
1038,Free coffee,297,2025-07-12 19:43:51.000,e0e2254c,150,FREE_PRODUCT
1039,15% discount,298,2025-07-12 19:43:51.000,fd6e68aa,0,DISCOUNT
1040,Buy 9 get 1 free,298,2025-07-12 19:43:51.000,35a670bb,0,FREE_PRODUCT
1041,20% off any purchase,299,2025-07-12 19:43:51.000,3e2a07a3,800,DISCOUNT
1042,10% off next visit,299,2025-07-12 19:43:51.000,77bd2185,300,DISCOUNT
1043,10% off next visit,300,2025-07-12 19:43:51.000,d21d9678,300,DISCOUNT
1044,Free dessert,300,2025-07-12 19:43:51.000,f9a5c54f,500,FREE_PRODUCT
1045,Birthday bonus,300,2025-07-12 19:43:51.000,85844f38,0,OTHER
1046,Free coffee,300,2025-07-12 19:43:51.000,575d8609,150,FREE_PRODUCT
1047,20% off any purchase,300,2025-07-12 19:43:51.000,5b06db76,800,DISCOUNT
1048,20% off any purchase,301,2025-07-12 19:43:51.000,396ca228,800,DISCOUNT
1049,10% off next visit,301,2025-07-12 19:43:51.000,fc005232,300,DISCOUNT
1050,Free coffee,301,2025-07-12 19:43:51.000,f4b29328,150,FREE_PRODUCT
1051,Birthday bonus,302,2025-07-12 19:43:51.000,a913b60e,0,OTHER
1052,10% off next visit,302,2025-07-12 19:43:51.000,d8ddbb35,300,DISCOUNT
1053,Free coffee,302,2025-07-12 19:43:51.000,cf444f6d,150,FREE_PRODUCT
1054,Free dessert,302,2025-07-12 19:43:51.000,9e66a2ef,500,FREE_PRODUCT
1055,Birthday bonus,303,2025-07-12 19:43:51.000,20ddee46,0,OTHER
1056,10% off next visit,303,2025-07-12 19:43:51.000,b042c770,300,DISCOUNT
1057,Complimentary upgrade,304,2025-07-12 19:43:51.000,af48e153,0,OTHER
1058,Free product,304,2025-07-12 19:43:51.000,02f3feaf,0,FREE_PRODUCT
1059,Buy 9 get 1 free,304,2025-07-12 19:43:51.000,27aa84b2,0,FREE_PRODUCT
1060,15% discount,304,2025-07-12 19:43:51.000,25c38e8b,0,DISCOUNT
1061,20% off any purchase,305,2025-07-12 19:43:51.000,d8b250b4,800,DISCOUNT
1062,Birthday bonus,305,2025-07-12 19:43:51.000,cc6aa643,0,OTHER
1063,Free dessert,305,2025-07-12 19:43:51.000,c4aa4833,500,FREE_PRODUCT
1064,10% off next visit,305,2025-07-12 19:43:51.000,ac442c87,300,DISCOUNT
1065,Free coffee,305,2025-07-12 19:43:51.000,a079e3b7,150,FREE_PRODUCT
1066,Free dessert,306,2025-07-12 19:43:51.000,3d21d644,500,FREE_PRODUCT
1067,20% off any purchase,306,2025-07-12 19:43:51.000,083e622d,800,DISCOUNT
1068,10% off next visit,306,2025-07-12 19:43:51.000,0beede15,300,DISCOUNT
1069,Free product,307,2025-07-12 19:43:51.000,4a72df99,0,FREE_PRODUCT
1070,Buy 9 get 1 free,307,2025-07-12 19:43:51.000,d10f53f3,0,FREE_PRODUCT
1071,15% discount,307,2025-07-12 19:43:51.000,90dac796,0,DISCOUNT
1072,Complimentary upgrade,307,2025-07-12 19:43:51.000,d9c4138a,0,OTHER
1073,Buy 9 get 1 free,308,2025-07-12 19:43:51.000,d51be29f,0,FREE_PRODUCT
1074,Free product,308,2025-07-12 19:43:51.000,ffe3c436,0,FREE_PRODUCT
1075,Complimentary upgrade,308,2025-07-12 19:43:51.000,8f46136b,0,OTHER
1076,15% discount,308,2025-07-12 19:43:51.000,fa6a7851,0,DISCOUNT
1077,20% off any purchase,309,2025-07-12 19:43:51.000,ecf0df68,800,DISCOUNT
1078,Free dessert,309,2025-07-12 19:43:51.000,5cf4fd03,500,FREE_PRODUCT
1079,10% off next visit,309,2025-07-12 19:43:51.000,351cf11a,300,DISCOUNT
1080,Free coffee,309,2025-07-12 19:43:51.000,5865c8d0,150,FREE_PRODUCT
1081,Exclusive member offer,310,2025-07-12 19:43:51.000,230590c6,0,OTHER
1082,Member discount 5%,310,2025-07-12 19:43:51.000,b1d9aa07,0,DISCOUNT
1083,Free product,311,2025-07-12 19:43:51.000,5849b2c9,0,FREE_PRODUCT
1084,15% discount,311,2025-07-12 19:43:51.000,c8406bb2,0,DISCOUNT
1085,Buy 9 get 1 free,311,2025-07-12 19:43:51.000,d163c8ec,0,FREE_PRODUCT
1086,Free dessert,312,2025-07-12 19:43:51.000,25a14193,500,FREE_PRODUCT
1087,20% off any purchase,312,2025-07-12 19:43:51.000,3c712d3e,800,DISCOUNT
1088,Free coffee,312,2025-07-12 19:43:51.000,67f9aaa1,150,FREE_PRODUCT
1089,10% off next visit,312,2025-07-12 19:43:51.000,10296040,300,DISCOUNT
1090,Birthday bonus,312,2025-07-12 19:43:51.000,1bf3152f,0,OTHER
1091,Buy 9 get 1 free,313,2025-07-12 19:43:51.000,6cbf354d,0,FREE_PRODUCT
1092,15% discount,313,2025-07-12 19:43:51.000,cf5fbc94,0,DISCOUNT
1093,Free product,313,2025-07-12 19:43:51.000,8d52468f,0,FREE_PRODUCT
1094,Free dessert,314,2025-07-12 19:43:51.000,5656e665,500,FREE_PRODUCT
1095,Free coffee,314,2025-07-12 19:43:51.000,3b2ad788,150,FREE_PRODUCT
1096,20% off any purchase,314,2025-07-12 19:43:51.000,be0b8c49,800,DISCOUNT
1097,10% off next visit,314,2025-07-12 19:43:51.000,fac72a44,300,DISCOUNT
1098,Birthday bonus,314,2025-07-12 19:43:51.000,cf5927b5,0,OTHER
1099,10% off next visit,315,2025-07-12 19:43:51.000,9f3a7096,300,DISCOUNT
1100,20% off any purchase,315,2025-07-12 19:43:51.000,c4edf04d,800,DISCOUNT
1101,10% off next visit,316,2025-07-12 19:43:51.000,2f771eaf,300,DISCOUNT
1102,Birthday bonus,316,2025-07-12 19:43:51.000,4069ee01,0,OTHER
1103,Free dessert,316,2025-07-12 19:43:51.000,7154464d,500,FREE_PRODUCT
1104,Buy 9 get 1 free,317,2025-07-12 19:43:51.000,48091082,0,FREE_PRODUCT
1105,15% discount,317,2025-07-12 19:43:51.000,02a483fa,0,DISCOUNT
1106,Complimentary upgrade,317,2025-07-12 19:43:51.000,7b5849a7,0,OTHER
1107,Free dessert,318,2025-07-12 19:43:51.000,b5d46c33,500,FREE_PRODUCT
1108,Birthday bonus,318,2025-07-12 19:43:51.000,288368eb,0,OTHER
1109,20% off any purchase,318,2025-07-12 19:43:51.000,307a6a12,800,DISCOUNT
1110,10% off next visit,318,2025-07-12 19:43:51.000,bea8e508,300,DISCOUNT
1111,15% discount,319,2025-07-12 19:43:51.000,7b60e8be,0,DISCOUNT
1112,Complimentary upgrade,319,2025-07-12 19:43:51.000,014130ba,0,OTHER
1113,Buy 9 get 1 free,319,2025-07-12 19:43:51.000,2d8d96f2,0,FREE_PRODUCT
1114,Free product,319,2025-07-12 19:43:51.000,74e34eee,0,FREE_PRODUCT
1115,Free dessert,320,2025-07-12 19:43:51.000,6977d3b4,500,FREE_PRODUCT
1116,20% off any purchase,320,2025-07-12 19:43:51.000,8c4bf096,800,DISCOUNT
1117,10% off next visit,320,2025-07-12 19:43:51.000,b6376666,300,DISCOUNT
1118,Birthday bonus,321,2025-07-12 19:43:51.000,e8915d93,0,OTHER
1119,20% off any purchase,321,2025-07-12 19:43:51.000,c34d94f8,800,DISCOUNT
1120,Free dessert,321,2025-07-12 19:43:51.000,cfacf610,500,FREE_PRODUCT
1121,Free coffee,321,2025-07-12 19:43:51.000,1145ac5e,150,FREE_PRODUCT
1122,10% off next visit,321,2025-07-12 19:43:51.000,2d92fca6,300,DISCOUNT
1123,15% discount,322,2025-07-12 19:43:51.000,9ff95298,0,DISCOUNT
1124,Buy 9 get 1 free,322,2025-07-12 19:43:51.000,145bae6d,0,FREE_PRODUCT
1125,20% off any purchase,323,2025-07-12 19:43:51.000,9b1d4d7d,800,DISCOUNT
1126,Birthday bonus,323,2025-07-12 19:43:51.000,2d231ad3,0,OTHER
1127,Free coffee,323,2025-07-12 19:43:51.000,08fb29f7,150,FREE_PRODUCT
1128,10% off next visit,323,2025-07-12 19:43:51.000,d34978ad,300,DISCOUNT
1129,Free dessert,323,2025-07-12 19:43:51.000,b9e6df8c,500,FREE_PRODUCT
1130,Free product,324,2025-07-12 19:43:51.000,c39d6b20,0,FREE_PRODUCT
1131,15% discount,324,2025-07-12 19:43:51.000,754f66f7,0,DISCOUNT
1132,Buy 9 get 1 free,324,2025-07-12 19:43:51.000,7de7643f,0,FREE_PRODUCT
1133,10% off next visit,325,2025-07-12 19:43:51.000,15a7c611,300,DISCOUNT
1134,20% off any purchase,325,2025-07-12 19:43:51.000,9e3c3d54,800,DISCOUNT
1135,Birthday bonus,325,2025-07-12 19:43:51.000,8a048ba3,0,OTHER
1136,Free product,326,2025-07-12 19:43:51.000,7a6fcbb9,0,FREE_PRODUCT
1137,15% discount,326,2025-07-12 19:43:51.000,ef3867bf,0,DISCOUNT
1138,Buy 9 get 1 free,326,2025-07-12 19:43:51.000,adfdedc6,0,FREE_PRODUCT
1139,20% off any purchase,327,2025-07-12 19:43:51.000,c6d3047e,800,DISCOUNT
1140,Free dessert,327,2025-07-12 19:43:51.000,4a16ecac,500,FREE_PRODUCT
1141,10% off next visit,327,2025-07-12 19:43:51.000,8cee8eae,300,DISCOUNT
1142,Free coffee,327,2025-07-12 19:43:51.000,f6a201ad,150,FREE_PRODUCT
1143,Birthday bonus,327,2025-07-12 19:43:51.000,8dc9df7f,0,OTHER
1144,20% off any purchase,328,2025-07-12 19:43:51.000,ffcc89ce,800,DISCOUNT
1145,10% off next visit,328,2025-07-12 19:43:51.000,07814b77,300,DISCOUNT
1146,Free dessert,328,2025-07-12 19:43:51.000,3d98c560,500,FREE_PRODUCT
1147,Free coffee,328,2025-07-12 19:43:51.000,f4f8c8fd,150,FREE_PRODUCT
1148,Birthday bonus,328,2025-07-12 19:43:51.000,e18cc4eb,0,OTHER
1149,10% off next visit,329,2025-07-12 19:43:51.000,988fe632,300,DISCOUNT
1150,Free coffee,329,2025-07-12 19:43:51.000,f806c90d,150,FREE_PRODUCT
1151,20% off any purchase,329,2025-07-12 19:43:51.000,289cd95f,800,DISCOUNT
1152,15% discount,330,2025-07-12 19:43:51.000,b4bf2364,0,DISCOUNT
1153,Complimentary upgrade,330,2025-07-12 19:43:51.000,2a26ff82,0,OTHER
1154,Buy 9 get 1 free,330,2025-07-12 19:43:51.000,6ce33790,0,FREE_PRODUCT
1155,Free product,330,2025-07-12 19:43:51.000,2fcfc75c,0,FREE_PRODUCT
1156,15% discount,331,2025-07-12 19:43:51.000,f1b9c14e,0,DISCOUNT
1157,Buy 9 get 1 free,331,2025-07-12 19:43:51.000,76fc3dd5,0,FREE_PRODUCT
1158,Complimentary upgrade,331,2025-07-12 19:43:51.000,f6a18870,0,OTHER
1159,Free product,331,2025-07-12 19:43:51.000,04f1a5e8,0,FREE_PRODUCT
1160,Complimentary upgrade,332,2025-07-12 19:43:51.000,de49ebc9,0,OTHER
1161,Free product,332,2025-07-12 19:43:51.000,9ac0bb14,0,FREE_PRODUCT
1162,15% discount,333,2025-07-12 19:43:51.000,d0d93537,0,DISCOUNT
1163,Complimentary upgrade,333,2025-07-12 19:43:51.000,cf8b6d00,0,OTHER
1164,Buy 9 get 1 free,333,2025-07-12 19:43:51.000,2c0b6b96,0,FREE_PRODUCT
1165,Free product,333,2025-07-12 19:43:51.000,d0633541,0,FREE_PRODUCT
1166,Free product,334,2025-07-12 19:43:51.000,cd5cdbd4,0,FREE_PRODUCT
1167,Complimentary upgrade,334,2025-07-12 19:43:51.000,64c66248,0,OTHER
1168,15% discount,334,2025-07-12 19:43:51.000,398a2589,0,DISCOUNT
1169,Buy 9 get 1 free,334,2025-07-12 19:43:51.000,0e61deb9,0,FREE_PRODUCT
1170,Free product,335,2025-07-12 19:43:51.000,ea08a630,0,FREE_PRODUCT
1171,Complimentary upgrade,335,2025-07-12 19:43:51.000,174f7351,0,OTHER
1172,Buy 9 get 1 free,335,2025-07-12 19:43:51.000,0a6f3343,0,FREE_PRODUCT
1173,15% discount,336,2025-07-12 19:43:51.000,132980d3,0,DISCOUNT
1174,Free product,336,2025-07-12 19:43:51.000,3f66de68,0,FREE_PRODUCT
1175,Buy 9 get 1 free,336,2025-07-12 19:43:51.000,1e58c5d0,0,FREE_PRODUCT
1176,Complimentary upgrade,336,2025-07-12 19:43:51.000,641880b8,0,OTHER
1177,Complimentary upgrade,337,2025-07-12 19:43:51.000,e76e2e3d,0,OTHER
1178,15% discount,337,2025-07-12 19:43:51.000,998acdcc,0,DISCOUNT
1179,Free product,337,2025-07-12 19:43:51.000,5a49f6ac,0,FREE_PRODUCT
1180,Buy 9 get 1 free,337,2025-07-12 19:43:51.000,54a9821f,0,FREE_PRODUCT
1181,15% discount,338,2025-07-12 19:43:51.000,6afcf923,0,DISCOUNT
1182,Buy 9 get 1 free,338,2025-07-12 19:43:51.000,23405060,0,FREE_PRODUCT
1183,Free product,338,2025-07-12 19:43:51.000,718752ae,0,FREE_PRODUCT
1184,Complimentary upgrade,338,2025-07-12 19:43:51.000,cb350dab,0,OTHER
1185,20% off any purchase,339,2025-07-12 19:43:51.000,e7c71def,800,DISCOUNT
1186,Free coffee,339,2025-07-12 19:43:51.000,b47ff2b9,150,FREE_PRODUCT
1187,10% off next visit,339,2025-07-12 19:43:51.000,b38c1dae,300,DISCOUNT
1188,Free dessert,339,2025-07-12 19:43:51.000,8ff07159,500,FREE_PRODUCT
1189,10% off next visit,340,2025-07-12 19:43:51.000,5586e6a0,300,DISCOUNT
1190,Free coffee,340,2025-07-12 19:43:51.000,5a16a838,150,FREE_PRODUCT
1191,20% off any purchase,340,2025-07-12 19:43:51.000,fb37370f,800,DISCOUNT
1192,Birthday bonus,340,2025-07-12 19:43:51.000,651483b7,0,OTHER
1193,Free coffee,341,2025-07-12 19:43:51.000,6d9b39c5,150,FREE_PRODUCT
1194,10% off next visit,341,2025-07-12 19:43:51.000,4fb3398e,300,DISCOUNT
1195,20% off any purchase,341,2025-07-12 19:43:51.000,dcec4a3e,800,DISCOUNT
1196,Free dessert,341,2025-07-12 19:43:51.000,8ff97b3d,500,FREE_PRODUCT
1197,Exclusive member offer,342,2025-07-12 19:43:51.000,5c4dc082,0,OTHER
1198,Member discount 5%,342,2025-07-12 19:43:51.000,772ca179,0,DISCOUNT
1199,Exclusive member offer,343,2025-07-12 19:43:51.000,75dd96cf,0,OTHER
1200,Member discount 5%,343,2025-07-12 19:43:51.000,23bf50e7,0,DISCOUNT
1201,15% discount,344,2025-07-12 19:43:51.000,9c078c64,0,DISCOUNT
1202,Buy 9 get 1 free,344,2025-07-12 19:43:51.000,2b0fdfbc,0,FREE_PRODUCT
1203,Complimentary upgrade,344,2025-07-12 19:43:51.000,5d96aa50,0,OTHER
1204,Free product,344,2025-07-12 19:43:51.000,d2593e8b,0,FREE_PRODUCT
1205,Buy 9 get 1 free,345,2025-07-12 19:43:51.000,2d851bcd,0,FREE_PRODUCT
1206,Complimentary upgrade,345,2025-07-12 19:43:51.000,47b7bc8a,0,OTHER
1207,15% discount,345,2025-07-12 19:43:51.000,edc8a724,0,DISCOUNT
1208,Free dessert,346,2025-07-12 19:43:51.000,b9328389,500,FREE_PRODUCT
1209,20% off any purchase,346,2025-07-12 19:43:51.000,2af3e04c,800,DISCOUNT
1210,Free coffee,346,2025-07-12 19:43:51.000,b51fefdd,150,FREE_PRODUCT
1211,Birthday bonus,346,2025-07-12 19:43:51.000,4a350708,0,OTHER
1212,10% off next visit,346,2025-07-12 19:43:51.000,a29cff5d,300,DISCOUNT
1213,10% off next visit,347,2025-07-12 19:43:51.000,787e5db6,300,DISCOUNT
1214,20% off any purchase,347,2025-07-12 19:43:51.000,b7c78d06,800,DISCOUNT
1215,Free dessert,347,2025-07-12 19:43:51.000,5f224661,500,FREE_PRODUCT
1216,Birthday bonus,347,2025-07-12 19:43:51.000,fe277194,0,OTHER
1217,Free coffee,347,2025-07-12 19:43:51.000,a545702d,150,FREE_PRODUCT
1218,Complimentary upgrade,348,2025-07-12 19:43:51.000,21ff6403,0,OTHER
1219,15% discount,348,2025-07-12 19:43:51.000,7e8f1652,0,DISCOUNT
1220,Free product,348,2025-07-12 19:43:51.000,8335cc84,0,FREE_PRODUCT
1221,Buy 9 get 1 free,348,2025-07-12 19:43:51.000,05a6610b,0,FREE_PRODUCT
1222,Free product,349,2025-07-12 19:43:51.000,f285912e,0,FREE_PRODUCT
1223,Complimentary upgrade,349,2025-07-12 19:43:51.000,20edfbf6,0,OTHER
1224,Buy 9 get 1 free,349,2025-07-12 19:43:51.000,aac830d3,0,FREE_PRODUCT
1225,15% discount,349,2025-07-12 19:43:51.000,4ab6f406,0,DISCOUNT
1226,10% off next visit,350,2025-07-12 19:43:51.000,d71ea887,300,DISCOUNT
1227,Free coffee,350,2025-07-12 19:43:51.000,9dbc4e10,150,FREE_PRODUCT
1228,Free dessert,350,2025-07-12 19:43:51.000,241f1917,500,FREE_PRODUCT
1229,20% off any purchase,350,2025-07-12 19:43:51.000,8d2fc58c,800,DISCOUNT
1230,Free coffee,351,2025-07-12 19:43:51.000,111ba3f1,150,FREE_PRODUCT
1231,Free dessert,351,2025-07-12 19:43:51.000,21386e52,500,FREE_PRODUCT
1232,10% off next visit,351,2025-07-12 19:43:51.000,63bed048,300,DISCOUNT
1233,20% off any purchase,351,2025-07-12 19:43:51.000,4599b990,800,DISCOUNT
1234,Birthday bonus,351,2025-07-12 19:43:51.000,ca849433,0,OTHER
1235,Free dessert,352,2025-07-12 19:43:51.000,a1f6c39e,500,FREE_PRODUCT
1236,Birthday bonus,352,2025-07-12 19:43:51.000,bf3c4a81,0,OTHER
1237,Free coffee,352,2025-07-12 19:43:51.000,c6518d67,150,FREE_PRODUCT
1238,20% off any purchase,353,2025-07-12 19:43:51.000,0a539679,800,DISCOUNT
1239,10% off next visit,353,2025-07-12 19:43:51.000,f6fdc092,300,DISCOUNT
1240,Free coffee,353,2025-07-12 19:43:51.000,c2a2c931,150,FREE_PRODUCT
1241,Birthday bonus,353,2025-07-12 19:43:51.000,bd6f60d5,0,OTHER
1242,Member discount 5%,354,2025-07-12 19:43:51.000,38e44fed,0,DISCOUNT
1243,Exclusive member offer,354,2025-07-12 19:43:51.000,b232ebfe,0,OTHER
1244,Complimentary upgrade,355,2025-07-12 19:43:51.000,aa710d6d,0,OTHER
1245,15% discount,355,2025-07-12 19:43:51.000,228bf8cc,0,DISCOUNT
1246,Buy 9 get 1 free,355,2025-07-12 19:43:51.000,4b5c37b4,0,FREE_PRODUCT
1247,Free product,355,2025-07-12 19:43:51.000,f2904daa,0,FREE_PRODUCT
1248,Free dessert,356,2025-07-12 19:43:51.000,e19ee54b,500,FREE_PRODUCT
1249,Birthday bonus,356,2025-07-12 19:43:51.000,c41348f7,0,OTHER
1250,10% off next visit,356,2025-07-12 19:43:51.000,c062517b,300,DISCOUNT
1251,20% off any purchase,356,2025-07-12 19:43:51.000,0115cf11,800,DISCOUNT
1252,Free dessert,357,2025-07-12 19:43:51.000,b6bfb219,500,FREE_PRODUCT
1253,Free coffee,357,2025-07-12 19:43:51.000,da1be48a,150,FREE_PRODUCT
1254,10% off next visit,357,2025-07-12 19:43:51.000,a300ce18,300,DISCOUNT
1255,Birthday bonus,357,2025-07-12 19:43:51.000,1a376290,0,OTHER
1256,20% off any purchase,357,2025-07-12 19:43:51.000,b3f457d1,800,DISCOUNT
1257,Buy 9 get 1 free,358,2025-07-12 19:43:51.000,08445181,0,FREE_PRODUCT
1258,Complimentary upgrade,358,2025-07-12 19:43:51.000,43baec4a,0,OTHER
1259,15% discount,358,2025-07-12 19:43:51.000,8480cef6,0,DISCOUNT
1260,Free dessert,359,2025-07-12 19:43:51.000,ecd2f90f,500,FREE_PRODUCT
1261,20% off any purchase,359,2025-07-12 19:43:51.000,b62eb6ba,800,DISCOUNT
1262,10% off next visit,360,2025-07-12 19:43:51.000,f97560ca,300,DISCOUNT
1263,Free coffee,360,2025-07-12 19:43:51.000,1b319eef,150,FREE_PRODUCT
1264,15% discount,361,2025-07-12 19:43:51.000,f29e6d22,0,DISCOUNT
1265,Complimentary upgrade,361,2025-07-12 19:43:51.000,0119cbb1,0,OTHER
1266,Buy 9 get 1 free,361,2025-07-12 19:43:51.000,0274a5ac,0,FREE_PRODUCT
1267,20% off any purchase,362,2025-07-12 19:43:51.000,7478eb0d,800,DISCOUNT
1268,Free coffee,362,2025-07-12 19:43:51.000,8bcabbef,150,FREE_PRODUCT
1269,10% off next visit,362,2025-07-12 19:43:51.000,efb1df2c,300,DISCOUNT
1270,20% off any purchase,363,2025-07-12 19:43:51.000,56efb7eb,800,DISCOUNT
1271,Free dessert,363,2025-07-12 19:43:51.000,b6ff8da7,500,FREE_PRODUCT
1272,Birthday bonus,363,2025-07-12 19:43:51.000,00db4781,0,OTHER
1273,Free coffee,363,2025-07-12 19:43:51.000,77bfcf40,150,FREE_PRODUCT
1274,10% off next visit,363,2025-07-12 19:43:51.000,49df55fc,300,DISCOUNT
1275,10% off next visit,364,2025-07-12 19:43:51.000,0e2fc2e6,300,DISCOUNT
1276,20% off any purchase,364,2025-07-12 19:43:51.000,bccefd13,800,DISCOUNT
1277,Birthday bonus,364,2025-07-12 19:43:51.000,2ca2cfb9,0,OTHER
1278,Free coffee,364,2025-07-12 19:43:51.000,0d819ef7,150,FREE_PRODUCT
1279,Birthday bonus,365,2025-07-12 19:43:51.000,25e6dca2,0,OTHER
1280,20% off any purchase,365,2025-07-12 19:43:51.000,34427215,800,DISCOUNT
1281,Free coffee,365,2025-07-12 19:43:51.000,c252079f,150,FREE_PRODUCT
