id,type,enable,body,value,business_id
1145,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,287
1146,NEW_REWARD,1,Congrats! You just earned a new reward.,0,287
1147,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,287
1148,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,287
1149,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,288
1150,NEW_REWARD,0,Congrats! You just earned a new reward.,0,288
1151,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,288
1152,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,288
1153,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,289
1154,NEW_REWARD,1,Congrats! You just earned a new reward.,0,289
1155,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,289
1156,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,289
1157,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,290
1158,NEW_REWARD,1,Congrats! You just earned a new reward.,0,290
1159,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,290
1160,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,290
1161,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,291
1162,NEW_REWARD,1,Congrats! You just earned a new reward.,0,291
1163,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,291
1164,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,291
1165,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,292
1166,NEW_REWARD,1,Congrats! You just earned a new reward.,0,292
1167,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,292
1168,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,292
1169,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,293
1170,NEW_REWARD,1,Congrats! You just earned a new reward.,0,293
1171,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,293
1172,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,293
1173,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,294
1174,NEW_REWARD,0,Congrats! You just earned a new reward.,0,294
1175,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,294
1176,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,294
1177,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,295
1178,NEW_REWARD,1,Congrats! You just earned a new reward.,0,295
1179,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,295
1180,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,295
1181,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,296
1182,NEW_REWARD,1,Congrats! You just earned a new reward.,0,296
1183,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,296
1184,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,296
1185,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,297
1186,NEW_REWARD,1,Congrats! You just earned a new reward.,0,297
1187,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,297
1188,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,297
1189,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,298
1190,NEW_REWARD,1,Congrats! You just earned a new reward.,0,298
1191,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,298
1192,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,298
1193,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,299
1194,NEW_REWARD,0,Congrats! You just earned a new reward.,0,299
1195,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,299
1196,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,299
1197,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,300
1198,NEW_REWARD,1,Congrats! You just earned a new reward.,0,300
1199,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,300
1200,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,300
1201,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,301
1202,NEW_REWARD,1,Congrats! You just earned a new reward.,0,301
1203,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,301
1204,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,301
1205,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,302
1206,NEW_REWARD,1,Congrats! You just earned a new reward.,0,302
1207,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,302
1208,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,302
1209,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,303
1210,NEW_REWARD,1,Congrats! You just earned a new reward.,0,303
1211,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,303
1212,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,303
1213,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,304
1214,NEW_REWARD,1,Congrats! You just earned a new reward.,0,304
1215,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,304
1216,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,304
1217,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,305
1218,NEW_REWARD,1,Congrats! You just earned a new reward.,0,305
1219,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,305
1220,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,305
1221,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,306
1222,NEW_REWARD,1,Congrats! You just earned a new reward.,0,306
1223,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,306
1224,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,306
1225,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,307
1226,NEW_REWARD,1,Congrats! You just earned a new reward.,0,307
1227,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,307
1228,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,307
1229,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,308
1230,NEW_REWARD,1,Congrats! You just earned a new reward.,0,308
1231,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,308
1232,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,308
1233,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,309
1234,NEW_REWARD,1,Congrats! You just earned a new reward.,0,309
1235,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,309
1236,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,309
1237,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,310
1238,NEW_REWARD,1,Congrats! You just earned a new reward.,0,310
1239,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,310
1240,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,310
1241,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,311
1242,NEW_REWARD,0,Congrats! You just earned a new reward.,0,311
1243,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,311
1244,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,311
1245,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,312
1246,NEW_REWARD,1,Congrats! You just earned a new reward.,0,312
1247,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,312
1248,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,312
1249,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,313
1250,NEW_REWARD,1,Congrats! You just earned a new reward.,0,313
1251,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,313
1252,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,313
1253,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,314
1254,NEW_REWARD,1,Congrats! You just earned a new reward.,0,314
1255,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,314
1256,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,314
1257,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,315
1258,NEW_REWARD,0,Congrats! You just earned a new reward.,0,315
1259,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,315
1260,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,315
1261,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,316
1262,NEW_REWARD,1,Congrats! You just earned a new reward.,0,316
1263,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,316
1264,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,316
1265,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,317
1266,NEW_REWARD,1,Congrats! You just earned a new reward.,0,317
1267,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,317
1268,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,317
1269,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,318
1270,NEW_REWARD,1,Congrats! You just earned a new reward.,0,318
1271,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,318
1272,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,318
1273,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,319
1274,NEW_REWARD,1,Congrats! You just earned a new reward.,0,319
1275,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,319
1276,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,319
1277,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,320
1278,NEW_REWARD,1,Congrats! You just earned a new reward.,0,320
1279,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,320
1280,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,320
1281,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,321
1282,NEW_REWARD,0,Congrats! You just earned a new reward.,0,321
1283,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,321
1284,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,321
1285,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,322
1286,NEW_REWARD,1,Congrats! You just earned a new reward.,0,322
1287,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,322
1288,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,322
1289,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,323
1290,NEW_REWARD,1,Congrats! You just earned a new reward.,0,323
1291,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,323
1292,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,323
1293,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,324
1294,NEW_REWARD,1,Congrats! You just earned a new reward.,0,324
1295,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,324
1296,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,324
1297,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,325
1298,NEW_REWARD,1,Congrats! You just earned a new reward.,0,325
1299,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,325
1300,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,325
1301,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,326
1302,NEW_REWARD,1,Congrats! You just earned a new reward.,0,326
1303,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,326
1304,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,326
1305,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,327
1306,NEW_REWARD,1,Congrats! You just earned a new reward.,0,327
1307,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,327
1308,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,327
1309,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,328
1310,NEW_REWARD,0,Congrats! You just earned a new reward.,0,328
1311,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,328
1312,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,328
1313,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,329
1314,NEW_REWARD,1,Congrats! You just earned a new reward.,0,329
1315,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,329
1316,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,329
1317,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,330
1318,NEW_REWARD,1,Congrats! You just earned a new reward.,0,330
1319,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,330
1320,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,330
1321,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,331
1322,NEW_REWARD,0,Congrats! You just earned a new reward.,0,331
1323,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,331
1324,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,331
1325,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,332
1326,NEW_REWARD,0,Congrats! You just earned a new reward.,0,332
1327,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,332
1328,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,332
1329,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,333
1330,NEW_REWARD,1,Congrats! You just earned a new reward.,0,333
1331,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,333
1332,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,333
1333,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,334
1334,NEW_REWARD,1,Congrats! You just earned a new reward.,0,334
1335,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,334
1336,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,334
1337,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,335
1338,NEW_REWARD,1,Congrats! You just earned a new reward.,0,335
1339,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,335
1340,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,335
1341,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,336
1342,NEW_REWARD,1,Congrats! You just earned a new reward.,0,336
1343,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,336
1344,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,336
1345,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,337
1346,NEW_REWARD,1,Congrats! You just earned a new reward.,0,337
1347,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,337
1348,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,337
1349,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,338
1350,NEW_REWARD,1,Congrats! You just earned a new reward.,0,338
1351,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,338
1352,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,338
1353,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,339
1354,NEW_REWARD,1,Congrats! You just earned a new reward.,0,339
1355,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,339
1356,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,339
1357,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,340
1358,NEW_REWARD,1,Congrats! You just earned a new reward.,0,340
1359,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,340
1360,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,340
1361,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,341
1362,NEW_REWARD,1,Congrats! You just earned a new reward.,0,341
1363,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,341
1364,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,341
1365,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,342
1366,NEW_REWARD,1,Congrats! You just earned a new reward.,0,342
1367,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,342
1368,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,342
1369,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,343
1370,NEW_REWARD,1,Congrats! You just earned a new reward.,0,343
1371,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,343
1372,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,343
1373,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,344
1374,NEW_REWARD,1,Congrats! You just earned a new reward.,0,344
1375,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,344
1376,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,344
1377,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,345
1378,NEW_REWARD,1,Congrats! You just earned a new reward.,0,345
1379,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,345
1380,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,345
1381,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,346
1382,NEW_REWARD,0,Congrats! You just earned a new reward.,0,346
1383,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,346
1384,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,346
1385,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,347
1386,NEW_REWARD,0,Congrats! You just earned a new reward.,0,347
1387,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,347
1388,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,347
1389,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,348
1390,NEW_REWARD,1,Congrats! You just earned a new reward.,0,348
1391,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,348
1392,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,348
1393,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,349
1394,NEW_REWARD,1,Congrats! You just earned a new reward.,0,349
1395,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,349
1396,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,349
1397,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,350
1398,NEW_REWARD,1,Congrats! You just earned a new reward.,0,350
1399,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,350
1400,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,350
1401,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,351
1402,NEW_REWARD,1,Congrats! You just earned a new reward.,0,351
1403,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,351
1404,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,351
1405,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,352
1406,NEW_REWARD,1,Congrats! You just earned a new reward.,0,352
1407,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,352
1408,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,352
1409,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,353
1410,NEW_REWARD,0,Congrats! You just earned a new reward.,0,353
1411,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,353
1412,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,353
1413,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,354
1414,NEW_REWARD,1,Congrats! You just earned a new reward.,0,354
1415,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,354
1416,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,354
1417,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,355
1418,NEW_REWARD,1,Congrats! You just earned a new reward.,0,355
1419,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,355
1420,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,355
1421,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,356
1422,NEW_REWARD,0,Congrats! You just earned a new reward.,0,356
1423,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,356
1424,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,356
1425,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,357
1426,NEW_REWARD,1,Congrats! You just earned a new reward.,0,357
1427,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,357
1428,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,357
1429,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,358
1430,NEW_REWARD,1,Congrats! You just earned a new reward.,0,358
1431,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,358
1432,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,358
1433,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,359
1434,NEW_REWARD,0,Congrats! You just earned a new reward.,0,359
1435,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,359
1436,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,359
1437,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,360
1438,NEW_REWARD,0,Congrats! You just earned a new reward.,0,360
1439,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,360
1440,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,360
1441,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,361
1442,NEW_REWARD,1,Congrats! You just earned a new reward.,0,361
1443,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,361
1444,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,361
1445,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,362
1446,NEW_REWARD,0,Congrats! You just earned a new reward.,0,362
1447,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,362
1448,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,362
1449,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,363
1450,NEW_REWARD,1,Congrats! You just earned a new reward.,0,363
1451,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,363
1452,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,363
1453,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,364
1454,NEW_REWARD,1,Congrats! You just earned a new reward.,0,364
1455,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,364
1456,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,364
1457,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,365
1458,NEW_REWARD,1,Congrats! You just earned a new reward.,0,365
1459,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,365
1460,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,365
1461,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,366
1462,NEW_REWARD,1,Congrats! You just earned a new reward.,0,366
1463,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,366
1464,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,366
1465,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,367
1466,NEW_REWARD,0,Congrats! You just earned a new reward.,0,367
1467,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,367
1468,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,367
1469,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,368
1470,NEW_REWARD,0,Congrats! You just earned a new reward.,0,368
1471,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,368
1472,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,368
1473,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,369
1474,NEW_REWARD,1,Congrats! You just earned a new reward.,0,369
1475,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,369
1476,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,369
1477,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,370
1478,NEW_REWARD,1,Congrats! You just earned a new reward.,0,370
1479,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,370
1480,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,370
1481,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,371
1482,NEW_REWARD,0,Congrats! You just earned a new reward.,0,371
1483,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,371
1484,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,371
1485,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,372
1486,NEW_REWARD,1,Congrats! You just earned a new reward.,0,372
1487,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,372
1488,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,372
1489,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,373
1490,NEW_REWARD,1,Congrats! You just earned a new reward.,0,373
1491,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,373
1492,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,373
1493,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,374
1494,NEW_REWARD,1,Congrats! You just earned a new reward.,0,374
1495,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,374
1496,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,374
1497,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,375
1498,NEW_REWARD,0,Congrats! You just earned a new reward.,0,375
1499,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,375
1500,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,375
1501,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,376
1502,NEW_REWARD,1,Congrats! You just earned a new reward.,0,376
1503,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,376
1504,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,376
1505,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,377
1506,NEW_REWARD,0,Congrats! You just earned a new reward.,0,377
1507,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,377
1508,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,377
1509,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,378
1510,NEW_REWARD,0,Congrats! You just earned a new reward.,0,378
1511,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,378
1512,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,378
1513,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,379
1514,NEW_REWARD,1,Congrats! You just earned a new reward.,0,379
1515,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,379
1516,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,379
