id,uid,name,slug,loyalty_type,stamps_in_strip,apple_background_color,apple_description,apple_foreground_color,apple_label_color,enroll_logo,apple_pass_icon,apple_pass_strips_folder,apple_back_fields,apple_header_field_label,apple_header_field_value,cardholder_label,max_transaction_amount,tier,active,header_text,max_transaction_amount_per_day,enable_new_transaction_email,apple_pass_icon_rectangle,timezone_id,country_id,require_business_branch_in_form,enable_raffles,card_qr_redirect_url,additional_form_checkbox,can_see_products_analytics,can_see_business_branches_analytics,can_do_exports
405,3d7decc1,Casa Blanca,casa-blanca-116,STATIC,,#F5F5F5,Loyalty card for Casa Blanca,#FFFFFF,#CCCCCC,assets/logos/casa-blanca-116.png,assets/icons/casa-blanca-116.png,assets/strips/casa-blanca-116/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/casa-blanca-116""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to Casa Blanca,400,1,assets/icons/casa-blanca-116_rect.png,2,2,0,0,https://luyoa.com/enroll/casa-blanca-116,[],0,0,0
406,4e04c3ca,The Dough Co,the-dough-co-217,STAMPS,8,#2C3E50,Loyalty card for The Dough Co,#FFFFFF,#CCCCCC,assets/logos/the-dough-co-217.png,assets/icons/the-dough-co-217.png,assets/strips/the-dough-co-217/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-dough-co-217""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,CORE,1,Welcome to The Dough Co,25000,1,assets/icons/the-dough-co-217_rect.png,1,1,0,1,https://luyoa.com/enroll/the-dough-co-217,[],1,1,0
407,6c1c126e,Sunrise Cafe,sunrise-cafe-175,BALANCE,,#1A1A2E,Loyalty card for Sunrise Cafe,#FFFFFF,#CCCCCC,assets/logos/sunrise-cafe-175.png,assets/icons/sunrise-cafe-175.png,assets/strips/sunrise-cafe-175/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sunrise-cafe-175""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to Sunrise Cafe,1000,1,assets/icons/sunrise-cafe-175_rect.png,1,1,0,0,https://luyoa.com/enroll/sunrise-cafe-175,[],1,1,1
408,fb0b1ddd,Espresso Lab,espresso-lab-886,STAMPS,6,#1A1A2E,Loyalty card for Espresso Lab,#FFFFFF,#CCCCCC,assets/logos/espresso-lab-886.png,assets/icons/espresso-lab-886.png,assets/strips/espresso-lab-886/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/espresso-lab-886""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,1,Welcome to Espresso Lab,1000,1,assets/icons/espresso-lab-886_rect.png,4,2,0,0,https://luyoa.com/enroll/espresso-lab-886,[],1,1,0
409,c91ab20a,FreshSqueeze,freshsqueeze,STATIC,,#F5F5F5,Loyalty card for FreshSqueeze,#FFFFFF,#CCCCCC,assets/logos/freshsqueeze.png,assets/icons/freshsqueeze.png,assets/strips/freshsqueeze/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/freshsqueeze""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to FreshSqueeze,600,0,assets/icons/freshsqueeze_rect.png,1,1,0,0,https://luyoa.com/enroll/freshsqueeze,[],0,0,0
410,43750769,VitaJuice,vitajuice-701,STAMPS,10,#1B4F72,Loyalty card for VitaJuice,#FFFFFF,#CCCCCC,assets/logos/vitajuice-701.png,assets/icons/vitajuice-701.png,assets/strips/vitajuice-701/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/vitajuice-701""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to VitaJuice,5000,1,assets/icons/vitajuice-701_rect.png,2,2,0,1,https://luyoa.com/enroll/vitajuice-701,[],1,1,0
411,4aa3566b,Urban Market,urban-market,STAMPS,10,#F5F5F5,Loyalty card for Urban Market,#FFFFFF,#CCCCCC,assets/logos/urban-market.png,assets/icons/urban-market.png,assets/strips/urban-market/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/urban-market""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,GROW,1,Welcome to Urban Market,1500,0,assets/icons/urban-market_rect.png,2,2,0,1,https://luyoa.com/enroll/urban-market,[],1,1,1
412,39b3c372,VisionFirst,visionfirst-428,BALANCE,,#2C3E50,Loyalty card for VisionFirst,#FFFFFF,#CCCCCC,assets/logos/visionfirst-428.png,assets/icons/visionfirst-428.png,assets/strips/visionfirst-428/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/visionfirst-428""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,1,Welcome to VisionFirst,1500,1,assets/icons/visionfirst-428_rect.png,4,2,1,1,https://luyoa.com/enroll/visionfirst-428,[],1,1,0
413,80ea5649,PharmaCare,pharmacare-317,BALANCE,,#F5F5F5,Loyalty card for PharmaCare,#FFFFFF,#CCCCCC,assets/logos/pharmacare-317.png,assets/icons/pharmacare-317.png,assets/strips/pharmacare-317/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/pharmacare-317""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to PharmaCare,10000,0,assets/icons/pharmacare-317_rect.png,2,2,1,0,https://luyoa.com/enroll/pharmacare-317,[],0,0,0
414,d002b5f8,The Sushi Bar,the-sushi-bar-745,BALANCE,,#1A1A2E,Loyalty card for The Sushi Bar,#FFFFFF,#CCCCCC,assets/logos/the-sushi-bar-745.png,assets/icons/the-sushi-bar-745.png,assets/strips/the-sushi-bar-745/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-sushi-bar-745""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to The Sushi Bar,600,1,assets/icons/the-sushi-bar-745_rect.png,1,1,1,0,https://luyoa.com/enroll/the-sushi-bar-745,[],1,1,0
415,3ca6fa18,FreshMart,freshmart-781,BALANCE,,#2C3E50,Loyalty card for FreshMart,#FFFFFF,#CCCCCC,assets/logos/freshmart-781.png,assets/icons/freshmart-781.png,assets/strips/freshmart-781/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/freshmart-781""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to FreshMart,25000,0,assets/icons/freshmart-781_rect.png,1,1,0,0,https://luyoa.com/enroll/freshmart-781,[],0,0,0
416,be002a4f,The Coffee Spot,the-coffee-spot-867,BALANCE,,#0F3460,Loyalty card for The Coffee Spot,#FFFFFF,#CCCCCC,assets/logos/the-coffee-spot-867.png,assets/icons/the-coffee-spot-867.png,assets/strips/the-coffee-spot-867/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-coffee-spot-867""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to The Coffee Spot,15000,0,assets/icons/the-coffee-spot-867_rect.png,1,1,1,0,https://luyoa.com/enroll/the-coffee-spot-867,[],1,1,0
417,00313c9e,Zen Flow,zen-flow-948,BALANCE,,#0F3460,Loyalty card for Zen Flow,#FFFFFF,#CCCCCC,assets/logos/zen-flow-948.png,assets/icons/zen-flow-948.png,assets/strips/zen-flow-948/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/zen-flow-948""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to Zen Flow,5000,0,assets/icons/zen-flow-948_rect.png,1,1,0,0,https://luyoa.com/enroll/zen-flow-948,[],0,0,0
418,d679ecc1,PowerHouse,powerhouse-888,STATIC,,#F5F5F5,Loyalty card for PowerHouse,#FFFFFF,#CCCCCC,assets/logos/powerhouse-888.png,assets/icons/powerhouse-888.png,assets/strips/powerhouse-888/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/powerhouse-888""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,GROW,1,Welcome to PowerHouse,4000,1,assets/icons/powerhouse-888_rect.png,3,2,1,0,https://luyoa.com/enroll/powerhouse-888,[],1,1,1
419,c8cec67c,TechBox,techbox-534,STATIC,,#0F3460,Loyalty card for TechBox,#FFFFFF,#CCCCCC,assets/logos/techbox-534.png,assets/icons/techbox-534.png,assets/strips/techbox-534/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/techbox-534""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,1,Welcome to TechBox,400,0,assets/icons/techbox-534_rect.png,4,2,1,1,https://luyoa.com/enroll/techbox-534,[],1,1,0
420,6f73a14e,Olive Branch,olive-branch-299,BALANCE,,#0F3460,Loyalty card for Olive Branch,#FFFFFF,#CCCCCC,assets/logos/olive-branch-299.png,assets/icons/olive-branch-299.png,assets/strips/olive-branch-299/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/olive-branch-299""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,CORE,1,Welcome to Olive Branch,6000,1,assets/icons/olive-branch-299_rect.png,2,2,0,0,https://luyoa.com/enroll/olive-branch-299,[],1,1,0
421,0b1a90ee,Fabric House,fabric-house-850,STAMPS,12,#1B4F72,Loyalty card for Fabric House,#FFFFFF,#CCCCCC,assets/logos/fabric-house-850.png,assets/icons/fabric-house-850.png,assets/strips/fabric-house-850/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/fabric-house-850""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to Fabric House,400,0,assets/icons/fabric-house-850_rect.png,2,2,1,0,https://luyoa.com/enroll/fabric-house-850,[],0,0,0
422,2092744e,Ink & Paper,ink-and-paper,BALANCE,,#FFFFFF,Loyalty card for Ink & Paper,#FFFFFF,#CCCCCC,assets/logos/ink-and-paper.png,assets/icons/ink-and-paper.png,assets/strips/ink-and-paper/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/ink-and-paper""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to Ink & Paper,10000,0,assets/icons/ink-and-paper_rect.png,1,1,0,0,https://luyoa.com/enroll/ink-and-paper,[],0,0,0
423,c8ee3817,Warm Oven,warm-oven-745,BALANCE,,#2C3E50,Loyalty card for Warm Oven,#FFFFFF,#CCCCCC,assets/logos/warm-oven-745.png,assets/icons/warm-oven-745.png,assets/strips/warm-oven-745/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/warm-oven-745""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to Warm Oven,15000,1,assets/icons/warm-oven-745_rect.png,1,1,0,0,https://luyoa.com/enroll/warm-oven-745,[],1,1,0
424,a830071a,The Reading Room,the-reading-room-184,STAMPS,6,#1A1A2E,Loyalty card for The Reading Room,#FFFFFF,#CCCCCC,assets/logos/the-reading-room-184.png,assets/icons/the-reading-room-184.png,assets/strips/the-reading-room-184/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-reading-room-184""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,CORE,1,Welcome to The Reading Room,6000,1,assets/icons/the-reading-room-184_rect.png,1,1,0,0,https://luyoa.com/enroll/the-reading-room-184,[],1,1,0
425,7a54b948,HealthStop,healthstop-510,STATIC,,#2C3E50,Loyalty card for HealthStop,#FFFFFF,#CCCCCC,assets/logos/healthstop-510.png,assets/icons/healthstop-510.png,assets/strips/healthstop-510/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/healthstop-510""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to HealthStop,10000,1,assets/icons/healthstop-510_rect.png,2,2,0,0,https://luyoa.com/enroll/healthstop-510,[],0,0,0
426,432537b2,CrushBar,crushbar-615,STAMPS,6,#2C3E50,Loyalty card for CrushBar,#FFFFFF,#CCCCCC,assets/logos/crushbar-615.png,assets/icons/crushbar-615.png,assets/strips/crushbar-615/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/crushbar-615""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to CrushBar,2500,0,assets/icons/crushbar-615_rect.png,1,1,0,0,https://luyoa.com/enroll/crushbar-615,[],1,1,0
427,48380c18,HealthFirst,healthfirst,BALANCE,,#2C3E50,Loyalty card for HealthFirst,#FFFFFF,#CCCCCC,assets/logos/healthfirst.png,assets/icons/healthfirst.png,assets/strips/healthfirst/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/healthfirst""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to HealthFirst,10000,0,assets/icons/healthfirst_rect.png,1,1,0,0,https://luyoa.com/enroll/healthfirst,[],0,0,0
428,4bc6c040,Core Fit,core-fit-587,BALANCE,,#F5F5F5,Loyalty card for Core Fit,#FFFFFF,#CCCCCC,assets/logos/core-fit-587.png,assets/icons/core-fit-587.png,assets/strips/core-fit-587/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/core-fit-587""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to Core Fit,25000,1,assets/icons/core-fit-587_rect.png,4,2,0,0,https://luyoa.com/enroll/core-fit-587,[],0,0,0
429,348d2275,Mode & Co,mode-and-co-67,BALANCE,,#0F3460,Loyalty card for Mode & Co,#FFFFFF,#CCCCCC,assets/logos/mode-and-co-67.png,assets/icons/mode-and-co-67.png,assets/strips/mode-and-co-67/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/mode-and-co-67""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,GROW,1,Welcome to Mode & Co,5000,1,assets/icons/mode-and-co-67_rect.png,3,2,1,1,https://luyoa.com/enroll/mode-and-co-67,[],1,1,1
430,defa92b3,WashCorner,washcorner-748,BALANCE,,#FFFFFF,Loyalty card for WashCorner,#FFFFFF,#CCCCCC,assets/logos/washcorner-748.png,assets/icons/washcorner-748.png,assets/strips/washcorner-748/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/washcorner-748""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to WashCorner,25000,1,assets/icons/washcorner-748_rect.png,2,2,1,1,https://luyoa.com/enroll/washcorner-748,[],1,1,0
431,3e77383f,Shelf Life,shelf-life-577,BALANCE,,#2C3E50,Loyalty card for Shelf Life,#FFFFFF,#CCCCCC,assets/logos/shelf-life-577.png,assets/icons/shelf-life-577.png,assets/strips/shelf-life-577/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/shelf-life-577""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,CORE,1,Welcome to Shelf Life,6000,1,assets/icons/shelf-life-577_rect.png,2,2,0,1,https://luyoa.com/enroll/shelf-life-577,[],1,1,0
432,f5a50366,SmilePlus,smileplus-477,STAMPS,6,#2C3E50,Loyalty card for SmilePlus,#FFFFFF,#CCCCCC,assets/logos/smileplus-477.png,assets/icons/smileplus-477.png,assets/strips/smileplus-477/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/smileplus-477""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,GROW,1,Welcome to SmilePlus,1500,0,assets/icons/smileplus-477_rect.png,1,1,1,0,https://luyoa.com/enroll/smileplus-477,[],1,1,1
433,64130a02,Tokyo Table,tokyo-table-261,BALANCE,,#1A1A2E,Loyalty card for Tokyo Table,#FFFFFF,#CCCCCC,assets/logos/tokyo-table-261.png,assets/icons/tokyo-table-261.png,assets/strips/tokyo-table-261/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/tokyo-table-261""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,STARTER,1,Welcome to Tokyo Table,1000,1,assets/icons/tokyo-table-261_rect.png,4,2,0,0,https://luyoa.com/enroll/tokyo-table-261,[],0,0,0
434,47cc81cf,The Reading Room,the-reading-room-199,BALANCE,,#1A1A2E,Loyalty card for The Reading Room,#FFFFFF,#CCCCCC,assets/logos/the-reading-room-199.png,assets/icons/the-reading-room-199.png,assets/strips/the-reading-room-199/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-reading-room-199""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to The Reading Room,3000,1,assets/icons/the-reading-room-199_rect.png,2,2,0,1,https://luyoa.com/enroll/the-reading-room-199,[],1,1,0
435,bef6e60c,QuickMeds,quickmeds-474,BALANCE,,#1B4F72,Loyalty card for QuickMeds,#FFFFFF,#CCCCCC,assets/logos/quickmeds-474.png,assets/icons/quickmeds-474.png,assets/strips/quickmeds-474/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/quickmeds-474""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,CORE,1,Welcome to QuickMeds,10000,1,assets/icons/quickmeds-474_rect.png,4,2,1,1,https://luyoa.com/enroll/quickmeds-474,[],1,1,0
436,26caab22,RollMaster,rollmaster-68,STAMPS,8,#FFFFFF,Loyalty card for RollMaster,#FFFFFF,#CCCCCC,assets/logos/rollmaster-68.png,assets/icons/rollmaster-68.png,assets/strips/rollmaster-68/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/rollmaster-68""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to RollMaster,3000,0,assets/icons/rollmaster-68_rect.png,1,1,1,0,https://luyoa.com/enroll/rollmaster-68,[],1,1,0
437,61471eb0,SmartGear,smartgear-727,BALANCE,,#1A1A2E,Loyalty card for SmartGear,#FFFFFF,#CCCCCC,assets/logos/smartgear-727.png,assets/icons/smartgear-727.png,assets/strips/smartgear-727/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/smartgear-727""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to SmartGear,600,0,assets/icons/smartgear-727_rect.png,1,1,1,0,https://luyoa.com/enroll/smartgear-727,[],1,1,0
438,b08202af,StyleBox,stylebox-797,BALANCE,,#FFFFFF,Loyalty card for StyleBox,#FFFFFF,#CCCCCC,assets/logos/stylebox-797.png,assets/icons/stylebox-797.png,assets/strips/stylebox-797/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/stylebox-797""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,STARTER,1,Welcome to StyleBox,1000,1,assets/icons/stylebox-797_rect.png,1,1,0,0,https://luyoa.com/enroll/stylebox-797,[],0,0,0
439,b9a31656,Story Corner,story-corner,STATIC,,#2C3E50,Loyalty card for Story Corner,#FFFFFF,#CCCCCC,assets/logos/story-corner.png,assets/icons/story-corner.png,assets/strips/story-corner/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/story-corner""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,1,Welcome to Story Corner,400,0,assets/icons/story-corner_rect.png,1,1,0,0,https://luyoa.com/enroll/story-corner,[],1,1,0
440,97639241,ClearVision,clearvision-704,STAMPS,6,#0F3460,Loyalty card for ClearVision,#FFFFFF,#CCCCCC,assets/logos/clearvision-704.png,assets/icons/clearvision-704.png,assets/strips/clearvision-704/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/clearvision-704""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to ClearVision,2000,1,assets/icons/clearvision-704_rect.png,1,1,0,1,https://luyoa.com/enroll/clearvision-704,[],1,1,0
441,a853331a,Cloth & Co,cloth-and-co-284,STAMPS,10,#1B4F72,Loyalty card for Cloth & Co,#FFFFFF,#CCCCCC,assets/logos/cloth-and-co-284.png,assets/icons/cloth-and-co-284.png,assets/strips/cloth-and-co-284/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/cloth-and-co-284""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to Cloth & Co,4000,0,assets/icons/cloth-and-co-284_rect.png,1,1,1,0,https://luyoa.com/enroll/cloth-and-co-284,[],0,0,0
442,615c313b,The Coffee Spot,the-coffee-spot-359,STATIC,,#1A1A2E,Loyalty card for The Coffee Spot,#FFFFFF,#CCCCCC,assets/logos/the-coffee-spot-359.png,assets/icons/the-coffee-spot-359.png,assets/strips/the-coffee-spot-359/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-coffee-spot-359""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,CORE,1,Welcome to The Coffee Spot,25000,1,assets/icons/the-coffee-spot-359_rect.png,1,1,0,0,https://luyoa.com/enroll/the-coffee-spot-359,[],1,1,0
443,688a8ea1,Burger Stop,burger-stop,STAMPS,12,#FFFFFF,Loyalty card for Burger Stop,#FFFFFF,#CCCCCC,assets/logos/burger-stop.png,assets/icons/burger-stop.png,assets/strips/burger-stop/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/burger-stop""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,GROW,1,Welcome to Burger Stop,400,1,assets/icons/burger-stop_rect.png,2,2,1,0,https://luyoa.com/enroll/burger-stop,[],1,1,1
444,f0bd85f0,PowerTech,powertech-365,STAMPS,10,#F5F5F5,Loyalty card for PowerTech,#FFFFFF,#CCCCCC,assets/logos/powertech-365.png,assets/icons/powertech-365.png,assets/strips/powertech-365/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/powertech-365""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to PowerTech,5000,0,assets/icons/powertech-365_rect.png,3,2,1,1,https://luyoa.com/enroll/powertech-365,[],1,1,0
445,852f059b,HealthStop,healthstop-318,BALANCE,,#0F3460,Loyalty card for HealthStop,#FFFFFF,#CCCCCC,assets/logos/healthstop-318.png,assets/icons/healthstop-318.png,assets/strips/healthstop-318/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/healthstop-318""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to HealthStop,4000,0,assets/icons/healthstop-318_rect.png,2,2,1,0,https://luyoa.com/enroll/healthstop-318,[],1,1,1
446,99b77114,BrightEyes,brighteyes-465,BALANCE,,#FFFFFF,Loyalty card for BrightEyes,#FFFFFF,#CCCCCC,assets/logos/brighteyes-465.png,assets/icons/brighteyes-465.png,assets/strips/brighteyes-465/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/brighteyes-465""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to BrightEyes,4000,1,assets/icons/brighteyes-465_rect.png,1,1,1,0,https://luyoa.com/enroll/brighteyes-465,[],1,1,1
447,0d9be686,Iron Club,iron-club-416,BALANCE,,#1A1A2E,Loyalty card for Iron Club,#FFFFFF,#CCCCCC,assets/logos/iron-club-416.png,assets/icons/iron-club-416.png,assets/strips/iron-club-416/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/iron-club-416""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,STARTER,1,Welcome to Iron Club,400,1,assets/icons/iron-club-416_rect.png,4,2,1,0,https://luyoa.com/enroll/iron-club-416,[],0,0,0
448,0f93319c,BottleShop,bottleshop-394,BALANCE,,#1A1A2E,Loyalty card for BottleShop,#FFFFFF,#CCCCCC,assets/logos/bottleshop-394.png,assets/icons/bottleshop-394.png,assets/strips/bottleshop-394/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/bottleshop-394""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to BottleShop,1000,1,assets/icons/bottleshop-394_rect.png,1,1,1,1,https://luyoa.com/enroll/bottleshop-394,[],1,1,0
449,2d2669e6,Shelf Life,shelf-life-857,STAMPS,12,#2C3E50,Loyalty card for Shelf Life,#FFFFFF,#CCCCCC,assets/logos/shelf-life-857.png,assets/icons/shelf-life-857.png,assets/strips/shelf-life-857/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/shelf-life-857""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to Shelf Life,600,0,assets/icons/shelf-life-857_rect.png,2,2,1,0,https://luyoa.com/enroll/shelf-life-857,[],0,0,0
